# # Time 	 Separation 	 Orbital Phase 
# 
1.887700195000000081e+00	2.309985514000000073e+00	-2.166594576315598649e-15
1.893235910000000022e+00	2.309741365999999907e+00	-2.180060794737483286e-15
1.898771624000000102e+00	2.309495912000000040e+00	-2.193708079618371433e-15
1.904307337999999961e+00	2.309249149999999862e+00	-2.207315108462852693e-15
1.909843052000000041e+00	2.309001079999999817e+00	-2.221053523283756805e-15
1.915378766999999982e+00	2.308751698000000019e+00	-2.234944760179229904e-15
1.920914481000000062e+00	2.308501004000000023e+00	-2.249021690267369515e-15
1.926450194999999921e+00	2.308248993999999943e+00	-2.263104808700720407e-15
1.931985910000000084e+00	2.307995666000000057e+00	-2.277356959300286833e-15
1.937521623999999942e+00	2.307741019999999921e+00	-2.291741160799750567e-15
1.943057338000000023e+00	2.307485055999999979e+00	-2.306245133922982448e-15
1.948593052000000103e+00	2.307227768000000179e+00	-2.320885707197331145e-15
1.954128767000000044e+00	2.306969156000000076e+00	-2.335674666471353675e-15
1.959664480999999903e+00	2.306709220000000116e+00	-2.350398262161539238e-15
1.965200194999999983e+00	2.306447955999999966e+00	-2.365191813588877872e-15
1.970735909999999924e+00	2.306185364000000071e+00	-2.379975389523805804e-15
1.976271624000000005e+00	2.305921440000000100e+00	-2.394679473555699210e-15
1.981807338000000085e+00	2.305656181999999887e+00	-2.409054712217278866e-15
1.987343051999999943e+00	2.305389592000000043e+00	-2.423274791985787680e-15
1.992878767000000106e+00	2.305121664000000070e+00	-2.437335150566699103e-15
1.998414480999999965e+00	2.304852400000000134e+00	-2.451049242892950548e-15
2.003950194999999823e+00	2.304581794000000183e+00	-2.464648503597438243e-15
2.009485909999999986e+00	2.304309847999999938e+00	-2.478182271779276911e-15
2.015021624000000067e+00	2.304036557999999957e+00	-2.491729044865268215e-15
2.020557338000000147e+00	2.303761923999999794e+00	-2.505361670349405669e-15
2.026093051999999783e+00	2.303485944000000174e+00	-2.519099461889314325e-15
2.031628766999999947e+00	2.303208613999999876e+00	-2.532918172734830166e-15
2.037164481000000027e+00	2.302929933999999790e+00	-2.546594575638531425e-15
2.042700195000000107e+00	2.302649903999999914e+00	-2.560359489194845714e-15
2.048235909999999826e+00	2.302368519999999918e+00	-2.574255149214774787e-15
2.053771623999999907e+00	2.302085780000000081e+00	-2.588336788214729235e-15
